Sample in Buffer,Sample in Window,TRIGGER,probe_irq_dbg[17:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX
1298,1298,0,0820c
1299,1299,0,0820c
1300,1300,0,0820c
1301,1301,0,0820c
1302,1302,0,0820c
1303,1303,0,0820c
1304,1304,0,0820c
1305,1305,0,0820c
1306,1306,0,0820c
1307,1307,0,0820c
1308,1308,0,0820c
1309,1309,0,0820c
1310,1310,0,0820c
1311,1311,0,0820c
1312,1312,0,0820c
1313,1313,0,0820c
1314,1314,0,0820c
1315,1315,0,0820c
1316,1316,0,0820c
1317,1317,0,0820c
1318,1318,0,0820c
1319,1319,0,0820c
1320,1320,0,0820c
1321,1321,0,0820c
1322,1322,0,0820c
1323,1323,0,0820c
1324,1324,0,0820c
1325,1325,0,0820c
1326,1326,0,0820c
1327,1327,0,0820c
1328,1328,0,0820c
1329,1329,0,0820c
1330,1330,0,0820c
1331,1331,0,0820c
1332,1332,0,0820c
1333,1333,0,0820c
1334,1334,0,0820c
1335,1335,0,0820c
1336,1336,0,0820c
1337,1337,0,0820c
1338,1338,0,0820c
1339,1339,0,0820c
1340,1340,0,0820c
1341,1341,0,0820c
1342,1342,0,0820c
1343,1343,0,0820c
1344,1344,0,0820c
1345,1345,0,0820c
1346,1346,0,0820c
1347,1347,0,0820c
1348,1348,0,0820c
1349,1349,0,0820c
1350,1350,0,0820c
1351,1351,0,0820c
1352,1352,0,0820c
1353,1353,0,0820c
1354,1354,0,0820c
1355,1355,0,0820c
1356,1356,0,0820c
1357,1357,0,0820c
1358,1358,0,0820c
1359,1359,0,0820c
1360,1360,0,0820c
1361,1361,0,0820c
1362,1362,0,0820c
1363,1363,0,0820c
1364,1364,0,0820c
1365,1365,0,0820c
1366,1366,0,0820c
1367,1367,0,0820c
1368,1368,0,0820c
1369,1369,0,0820c
1370,1370,0,0820c
1371,1371,0,0820c
1372,1372,0,0820c
1373,1373,0,0820c
1374,1374,0,0820c
1375,1375,0,0820c
1376,1376,0,0820c
1377,1377,0,0820c
1378,1378,0,0820c
1379,1379,0,0820c
1380,1380,0,0820c
1381,1381,0,0820c
1382,1382,0,0820c
1383,1383,0,0820c
1384,1384,0,0820c
1385,1385,0,0820c
1386,1386,0,0820c
1387,1387,0,0820c
1388,1388,0,0820c
1389,1389,0,0820c
1390,1390,0,0820c
1391,1391,0,0820c
1392,1392,0,0820c
1393,1393,0,0820c
1394,1394,0,0820c
1395,1395,0,0820c
1396,1396,0,0820c
1397,1397,0,0820c
1398,1398,0,0820c
1399,1399,0,0820c
1400,1400,0,0820c
1401,1401,0,0820c
1402,1402,0,0820c
1403,1403,0,0820c
1404,1404,0,0820c
1405,1405,0,0820c
1406,1406,0,0820c
1407,1407,0,0820c
1408,1408,0,0820c
1409,1409,0,0820c
1410,1410,0,0820c
1411,1411,0,0820c
1412,1412,0,0820c
1413,1413,0,0820c
1414,1414,0,0820c
1415,1415,0,0820c
1416,1416,0,0820c
1417,1417,0,0820c
1418,1418,0,0820c
1419,1419,0,0820c
1420,1420,0,0820c
1421,1421,0,0820c
1422,1422,0,0820c
1423,1423,0,0820c
1424,1424,0,0820c
1425,1425,0,0820c
1426,1426,0,0820c
1427,1427,0,0820c
1428,1428,0,0820c
1429,1429,0,0820c
1430,1430,0,0820c
1431,1431,0,0820c
1432,1432,0,0820c
1433,1433,0,0820c
1434,1434,0,0820c
1435,1435,0,0820c
1436,1436,0,0820c
1437,1437,0,0820c
1438,1438,0,0820c
1439,1439,0,0820c
1440,1440,0,0820c
1441,1441,0,0820c
1442,1442,0,0820c
1443,1443,0,0820c
1444,1444,0,0820c
1445,1445,0,0820c
1446,1446,0,0820c
1447,1447,0,0820c
1448,1448,0,0820c
1449,1449,0,0820c
1450,1450,0,0820c
1451,1451,0,0820c
1452,1452,0,0820c
1453,1453,0,0820c
1454,1454,0,0820c
1455,1455,0,0820c
1456,1456,0,0820c
1457,1457,0,0820c
1458,1458,0,0820c
1459,1459,0,0820c
1460,1460,0,0820c
1461,1461,0,0820c
1462,1462,0,0820c
1463,1463,0,0820c
1464,1464,0,0820c
1465,1465,0,0820c
1466,1466,0,0820c
1467,1467,0,0820c
1468,1468,0,0820c
1469,1469,0,0820c
1470,1470,0,0820c
1471,1471,0,0820c
1472,1472,0,0820c
1473,1473,0,0820c
1474,1474,0,0820c
1475,1475,0,0820c
1476,1476,0,0820c
1477,1477,0,0820c
1478,1478,0,0820c
1479,1479,0,0820c
1480,1480,0,0820c
1481,1481,0,0820c
1482,1482,0,0820c
1483,1483,0,0820c
1484,1484,0,0820c
1485,1485,0,0820c
1486,1486,0,0820c
1487,1487,0,0820c
1488,1488,0,0820c
1489,1489,0,0820c
1490,1490,0,0820c
1491,1491,0,0820c
1492,1492,0,0820c
1493,1493,0,0820c
1494,1494,0,0820c
1495,1495,0,0820c
1496,1496,0,0820c
1497,1497,0,0820c
1498,1498,0,0820c
1499,1499,0,0820c
1500,1500,0,0820c
1501,1501,0,0820c
1502,1502,0,0820c
1503,1503,0,0820c
1504,1504,0,0820c
1505,1505,0,0820c
1506,1506,0,0820c
1507,1507,0,0820c
1508,1508,0,0820c
1509,1509,0,0820c
1510,1510,0,0820c
1511,1511,0,0820c
1512,1512,0,0820c
1513,1513,0,0820c
1514,1514,0,0820c
1515,1515,0,0820c
1516,1516,0,0820c
1517,1517,0,0820c
1518,1518,0,0820c
1519,1519,0,0820c
1520,1520,0,0820c
1521,1521,0,0820c
1522,1522,0,0820c
1523,1523,0,0820c
1524,1524,0,0820c
1525,1525,0,0820c
1526,1526,0,0820c
1527,1527,0,0820c
1528,1528,0,0820c
1529,1529,0,0820c
1530,1530,0,0820c
1531,1531,0,0820c
1532,1532,0,0820c
1533,1533,0,0820c
1534,1534,0,0820c
1535,1535,0,0820c
1536,1536,0,0820c
1537,1537,0,0820c
1538,1538,0,0820c
1539,1539,0,0820c
1540,1540,0,0820c
1541,1541,0,0820c
1542,1542,0,0820c
1543,1543,0,0820c
1544,1544,0,0820c
1545,1545,0,0820c
1546,1546,0,0820c
1547,1547,0,0820c
1548,1548,0,0820c
1549,1549,0,0820c
1550,1550,0,0820c
1551,1551,0,0820c
1552,1552,0,0820c
1553,1553,0,0820c
1554,1554,0,0820c
1555,1555,0,0820c
1556,1556,0,0820c
1557,1557,0,0820c
1558,1558,0,0820c
1559,1559,0,0820c
1560,1560,0,0820c
1561,1561,0,0820c
1562,1562,0,0820c
1563,1563,0,0820c
1564,1564,0,0820c
1565,1565,0,0820c
1566,1566,0,0820c
1567,1567,0,0820c
1568,1568,0,0820c
1569,1569,0,0820c
1570,1570,0,0820c
1571,1571,0,0820c
1572,1572,0,0820c
1573,1573,0,0820c
1574,1574,0,0820c
1575,1575,0,0820c
1576,1576,0,0820c
1577,1577,0,0820c
1578,1578,0,0820c
1579,1579,0,0820c
1580,1580,0,0820c
1581,1581,0,0820c
1582,1582,0,0820c
1583,1583,0,0820c
1584,1584,0,0820c
1585,1585,0,0820c
1586,1586,0,0820c
1587,1587,0,0820c
1588,1588,0,0820c
1589,1589,0,0820c
1590,1590,0,0820c
1591,1591,0,0820c
1592,1592,0,0820c
1593,1593,0,0820c
1594,1594,0,0820c
1595,1595,0,0820c
1596,1596,0,0820c
1597,1597,0,0820c
1598,1598,0,0820c
1599,1599,0,0820c
1600,1600,0,0820c
1601,1601,0,0820c
1602,1602,0,0820c
1603,1603,0,0820c
1604,1604,0,0820c
1605,1605,0,0820c
1606,1606,0,0820c
1607,1607,0,0820c
1608,1608,0,0820c
1609,1609,0,0820c
1610,1610,0,0820c
1611,1611,0,0820c
1612,1612,0,0820c
1613,1613,0,0820c
1614,1614,0,0820c
1615,1615,0,0820c
1616,1616,0,0820c
1617,1617,0,0820c
1618,1618,0,0820c
1619,1619,0,0820c
1620,1620,0,0820c
1621,1621,0,0820c
1622,1622,0,0820c
1623,1623,0,0820c
1624,1624,0,0820c
1625,1625,0,0820c
1626,1626,0,0820c
1627,1627,0,0820c
1628,1628,0,0820c
1629,1629,0,0820c
1630,1630,0,0820c
1631,1631,0,0820c
1632,1632,0,0820c
1633,1633,0,0820c
1634,1634,0,0820c
1635,1635,0,0820c
1636,1636,0,0820c
1637,1637,0,0820c
1638,1638,0,0820c
1639,1639,0,0820c
1640,1640,0,0820c
1641,1641,0,0820c
1642,1642,0,0820c
1643,1643,0,0820c
1644,1644,0,0820c
1645,1645,0,0820c
1646,1646,0,0820c
1647,1647,0,0820c
1648,1648,0,0820c
1649,1649,0,0820c
1650,1650,0,0820c
1651,1651,0,0820c
1652,1652,0,0820c
1653,1653,0,0820c
1654,1654,0,0820c
1655,1655,0,0820c
1656,1656,0,0820c
1657,1657,0,0820c
1658,1658,0,0820c
1659,1659,0,0820c
1660,1660,0,0820c
1661,1661,0,0820c
1662,1662,0,0820c
1663,1663,0,0820c
1664,1664,0,0820c
1665,1665,0,0820c
1666,1666,0,0820c
1667,1667,0,0820c
1668,1668,0,0820c
1669,1669,0,0820c
1670,1670,0,0820c
1671,1671,0,0820c
1672,1672,0,0820c
1673,1673,0,0820c
1674,1674,0,0820c
1675,1675,0,0820c
1676,1676,0,0820c
1677,1677,0,0820c
1678,1678,0,0820c
1679,1679,0,0820c
1680,1680,0,0820c
1681,1681,0,0820c
1682,1682,0,0820c
1683,1683,0,0820c
1684,1684,0,0820c
1685,1685,0,0820c
1686,1686,0,0820c
1687,1687,0,0820c
1688,1688,0,0820c
1689,1689,0,0820c
1690,1690,0,0820c
1691,1691,0,0820c
1692,1692,0,0820c
1693,1693,0,0820c
1694,1694,0,0820c
1695,1695,0,0820c
1696,1696,0,0820c
1697,1697,0,0820c
1698,1698,0,0820c
1699,1699,0,0820c
1700,1700,0,0820c
1701,1701,0,0820c
1702,1702,0,0820c
1703,1703,0,0820c
1704,1704,0,0820c
1705,1705,0,0820c
1706,1706,0,0820c
1707,1707,0,0820c
1708,1708,0,0820c
1709,1709,0,0820c
1710,1710,0,0820c
1711,1711,0,0820c
1712,1712,0,0820c
1713,1713,0,0820c
1714,1714,0,0820c
1715,1715,0,0820c
1716,1716,0,0820c
1717,1717,0,0820c
1718,1718,0,0820c
1719,1719,0,0820c
1720,1720,0,0820c
1721,1721,0,0820c
1722,1722,0,0820c
1723,1723,0,0820c
1724,1724,0,0820c
1725,1725,0,0820c
1726,1726,0,0820c
1727,1727,0,0820c
1728,1728,0,0820c
1729,1729,0,0820c
1730,1730,0,0820c
1731,1731,0,0820c
1732,1732,0,0820c
1733,1733,0,0820c
1734,1734,0,0820c
1735,1735,0,0820c
1736,1736,0,0820c
1737,1737,0,0820c
1738,1738,0,0820c
1739,1739,0,0820c
1740,1740,0,0820c
1741,1741,0,0820c
1742,1742,0,0820c
1743,1743,0,0820c
1744,1744,0,0820c
1745,1745,0,0820c
1746,1746,0,0820c
1747,1747,0,0820c
1748,1748,0,0820c
1749,1749,0,0820c
1750,1750,0,0820c
1751,1751,0,0820c
1752,1752,0,0820c
1753,1753,0,0820c
1754,1754,0,0820c
1755,1755,0,0820c
1756,1756,0,0820c
1757,1757,0,0820c
1758,1758,0,0820c
1759,1759,0,0820c
1760,1760,0,0820c
1761,1761,0,0820c
1762,1762,0,0820c
1763,1763,0,0820c
1764,1764,0,0820c
1765,1765,0,0820c
1766,1766,0,0820c
1767,1767,0,0820c
1768,1768,0,0820c
1769,1769,0,0820c
1770,1770,0,0820c
1771,1771,0,0820c
1772,1772,0,0820c
1773,1773,0,0820c
1774,1774,0,0820c
1775,1775,0,0820c
1776,1776,0,0820c
1777,1777,0,0820c
1778,1778,0,0820c
1779,1779,0,0820c
1780,1780,0,0820c
1781,1781,0,0820c
1782,1782,0,0820c
1783,1783,0,0820c
1784,1784,0,0820c
1785,1785,0,0820c
1786,1786,0,0820c
1787,1787,0,0820c
1788,1788,0,0820c
1789,1789,0,0820c
1790,1790,0,0820c
1791,1791,0,0820c
1792,1792,0,0820c
1793,1793,0,0820c
1794,1794,0,0820c
1795,1795,0,0820c
1796,1796,0,0820c
1797,1797,0,0820c
1798,1798,0,0820c
1799,1799,0,0820c
1800,1800,0,0820c
1801,1801,0,0820c
1802,1802,0,0820c
1803,1803,0,0820c
1804,1804,0,0820c
1805,1805,0,0820c
1806,1806,0,0820c
1807,1807,0,0820c
1808,1808,0,0820c
1809,1809,0,0820c
1810,1810,0,0820c
1811,1811,0,0820c
1812,1812,0,0820c
1813,1813,0,0820c
1814,1814,0,0820c
1815,1815,0,0820c
1816,1816,0,0820c
1817,1817,0,0820c
1818,1818,0,0820c
1819,1819,0,0820c
1820,1820,0,0820c
1821,1821,0,0820c
1822,1822,0,0820c
1823,1823,0,0820c
1824,1824,0,0820c
1825,1825,0,0820c
1826,1826,0,0820c
1827,1827,0,0820c
1828,1828,0,0820c
1829,1829,0,0820c
1830,1830,0,0820c
1831,1831,0,0820c
1832,1832,0,0820c
1833,1833,0,0820c
1834,1834,0,0820c
1835,1835,0,0820c
1836,1836,0,0820c
1837,1837,0,0820c
1838,1838,0,0820c
1839,1839,0,0820c
1840,1840,0,0820c
1841,1841,0,0820c
1842,1842,0,0820c
1843,1843,0,0820c
1844,1844,0,0820c
1845,1845,0,0820c
1846,1846,0,0820c
1847,1847,0,0820c
1848,1848,0,0820c
1849,1849,0,0820c
1850,1850,0,0820c
1851,1851,0,0820c
1852,1852,0,0820c
1853,1853,0,0820c
1854,1854,0,0820c
1855,1855,0,0820c
1856,1856,0,0820c
1857,1857,0,0820c
1858,1858,0,0820c
1859,1859,0,0820c
1860,1860,0,0820c
1861,1861,0,0820c
1862,1862,0,0820c
1863,1863,0,0820c
1864,1864,0,0820c
1865,1865,0,0820c
1866,1866,0,0820c
1867,1867,0,0820c
1868,1868,0,0820c
1869,1869,0,0820c
1870,1870,0,0820c
1871,1871,0,0820c
1872,1872,0,0820c
1873,1873,0,0820c
1874,1874,0,0820c
1875,1875,0,0820c
1876,1876,0,0820c
1877,1877,0,0820c
1878,1878,0,0820c
1879,1879,0,0820c
1880,1880,0,0820c
1881,1881,0,0820c
1882,1882,0,0820c
1883,1883,0,0820c
1884,1884,0,0820c
1885,1885,0,0820c
1886,1886,0,0820c
1887,1887,0,0820c
1888,1888,0,0820c
1889,1889,0,0820c
1890,1890,0,0820c
1891,1891,0,0820c
1892,1892,0,0820c
1893,1893,0,0820c
1894,1894,0,0820c
1895,1895,0,0820c
1896,1896,0,0820c
1897,1897,0,0820c
1898,1898,0,0820c
1899,1899,0,0820c
1900,1900,0,0820c
1901,1901,0,0820c
1902,1902,0,0820c
1903,1903,0,0820c
1904,1904,0,0820c
1905,1905,0,0820c
1906,1906,0,0820c
1907,1907,0,0820c
1908,1908,0,0820c
1909,1909,0,0820c
1910,1910,0,0820c
1911,1911,0,0820c
1912,1912,0,0820c
1913,1913,0,0820c
1914,1914,0,0820c
1915,1915,0,0820c
1916,1916,0,0820c
1917,1917,0,0820c
1918,1918,0,0820c
1919,1919,0,0820c
1920,1920,0,0820c
1921,1921,0,0820c
1922,1922,0,0820c
1923,1923,0,0820c
1924,1924,0,0820c
1925,1925,0,0820c
1926,1926,0,0820c
1927,1927,0,0820c
1928,1928,0,0820c
1929,1929,0,0820c
1930,1930,0,0820c
1931,1931,0,0820c
1932,1932,0,0820c
1933,1933,0,0820c
1934,1934,0,0820c
1935,1935,0,0820c
1936,1936,0,0820c
1937,1937,0,0820c
1938,1938,0,0820c
1939,1939,0,0820c
1940,1940,0,0820c
1941,1941,0,0820c
1942,1942,0,0820c
1943,1943,0,0820c
1944,1944,0,0820c
1945,1945,0,0820c
1946,1946,0,0820c
1947,1947,0,0820c
1948,1948,0,0820c
1949,1949,0,0820c
1950,1950,0,0820c
1951,1951,0,0820c
1952,1952,0,0820c
1953,1953,0,0820c
1954,1954,0,0820c
1955,1955,0,0820c
1956,1956,0,0820c
1957,1957,0,0820c
1958,1958,0,0820c
1959,1959,0,0820c
1960,1960,0,0820c
1961,1961,0,0820c
1962,1962,0,0820c
1963,1963,0,0820c
1964,1964,0,0820c
1965,1965,0,0820c
1966,1966,0,0820c
1967,1967,0,0820c
1968,1968,0,0820c
1969,1969,0,0820c
1970,1970,0,0820c
1971,1971,0,0820c
1972,1972,0,0820c
1973,1973,0,0820c
1974,1974,0,0820c
1975,1975,0,0820c
1976,1976,0,0820c
1977,1977,0,0820c
1978,1978,0,0820c
1979,1979,0,0820c
1980,1980,0,0820c
1981,1981,0,0820c
1982,1982,0,0820c
1983,1983,0,0820c
1984,1984,0,0820c
1985,1985,0,0820c
1986,1986,0,0820c
1987,1987,0,0820c
1988,1988,0,0820c
1989,1989,0,0820c
1990,1990,0,0820c
1991,1991,0,0820c
1992,1992,0,0820c
1993,1993,0,0820c
1994,1994,0,0820c
1995,1995,0,0820c
1996,1996,0,0820c
1997,1997,0,0820c
1998,1998,0,0820c
1999,1999,0,0820c
2000,2000,0,0820c
2001,2001,0,0820c
2002,2002,0,0820c
2003,2003,0,0820c
2004,2004,0,0820c
2005,2005,0,0820c
2006,2006,0,0820c
2007,2007,0,0820c
2008,2008,0,0820c
2009,2009,0,0820c
2010,2010,0,0820c
2011,2011,0,0820c
2012,2012,0,0820c
2013,2013,0,0820c
2014,2014,0,0820c
2015,2015,0,0820c
2016,2016,0,0820c
2017,2017,0,0820c
2018,2018,0,0820c
2019,2019,0,0820c
2020,2020,0,0820c
2021,2021,0,0820c
2022,2022,0,0820c
2023,2023,0,0820c
2024,2024,0,0820c
2025,2025,0,0820c
2026,2026,0,0820c
2027,2027,0,0820c
2028,2028,0,0820c
2029,2029,0,0820c
2030,2030,0,0820c
2031,2031,0,0820c
2032,2032,0,0820c
2033,2033,0,0820c
2034,2034,0,0820c
2035,2035,0,0820c
2036,2036,0,0820c
2037,2037,0,0820c
2038,2038,0,0820c
2039,2039,0,0820c
2040,2040,0,0820c
2041,2041,0,0820c
2042,2042,0,0820c
2043,2043,0,0820c
2044,2044,0,0820c
2045,2045,0,0820c
2046,2046,0,0820c
2047,2047,0,0820c
2048,2048,1,0820c
2049,2049,0,0820c
2050,2050,0,0820c
2051,2051,0,0820c
2052,2052,0,0820c
2053,2053,0,0820c
2054,2054,0,0820c
2055,2055,0,0820c
2056,2056,0,0820c
2057,2057,0,0820c
2058,2058,0,0820c
2059,2059,0,0820c
2060,2060,0,0820c
2061,2061,0,0820c
2062,2062,0,0820c
2063,2063,0,0820c
2064,2064,0,0820c
2065,2065,0,0820c
2066,2066,0,0820c
2067,2067,0,0820c
2068,2068,0,0820c
2069,2069,0,0820c
2070,2070,0,0820c
2071,2071,0,0820c
2072,2072,0,0820c
2073,2073,0,0820c
2074,2074,0,0820c
2075,2075,0,0820c
2076,2076,0,0820c
2077,2077,0,0820c
2078,2078,0,0820c
2079,2079,0,0820c
2080,2080,0,0820c
2081,2081,0,0820c
2082,2082,0,0820c
2083,2083,0,0820c
2084,2084,0,0820c
2085,2085,0,0820c
2086,2086,0,0820c
2087,2087,0,0820c
2088,2088,0,0820c
2089,2089,0,0820c
2090,2090,0,0820c
2091,2091,0,0820c
2092,2092,0,0820c
2093,2093,0,0820c
2094,2094,0,0820c
2095,2095,0,0820c
2096,2096,0,0820c
2097,2097,0,0820c
2098,2098,0,0820c
2099,2099,0,0820c
2100,2100,0,0820c
2101,2101,0,0820c
2102,2102,0,0820c
2103,2103,0,0820c
2104,2104,0,0820c
2105,2105,0,0820c
2106,2106,0,0820c
2107,2107,0,0820c
2108,2108,0,0820c
2109,2109,0,0820c
2110,2110,0,0820c
2111,2111,0,0820c
2112,2112,0,0820c
2113,2113,0,0820c
2114,2114,0,0820c
2115,2115,0,0820c
2116,2116,0,0820c
2117,2117,0,0820c
2118,2118,0,0820c
2119,2119,0,0820c
2120,2120,0,0820c
2121,2121,0,0820c
2122,2122,0,0820c
2123,2123,0,0820c
2124,2124,0,0820c
2125,2125,0,0820c
2126,2126,0,0820c
2127,2127,0,0820c
2128,2128,0,0820c
2129,2129,0,0820c
2130,2130,0,0820c
2131,2131,0,0820c
2132,2132,0,0820c
2133,2133,0,0820c
2134,2134,0,0820c
2135,2135,0,0820c
2136,2136,0,0820c
2137,2137,0,0820c
2138,2138,0,0820c
2139,2139,0,0820c
2140,2140,0,0820c
2141,2141,0,0820c
2142,2142,0,0820c
2143,2143,0,0820c
2144,2144,0,0820c
2145,2145,0,0820c
2146,2146,0,0820c
2147,2147,0,0820c
2148,2148,0,0820c
2149,2149,0,0820c
2150,2150,0,0820c
2151,2151,0,0820c
2152,2152,0,0820c
2153,2153,0,0820c
2154,2154,0,0820c
2155,2155,0,0820c
2156,2156,0,0820c
2157,2157,0,0820c
2158,2158,0,0820c
2159,2159,0,0820c
2160,2160,0,0820c
2161,2161,0,0820c
2162,2162,0,0820c
2163,2163,0,0820c
2164,2164,0,0820c
2165,2165,0,0820c
2166,2166,0,0820c
2167,2167,0,0820c
2168,2168,0,0820c
2169,2169,0,0820c
2170,2170,0,0820c
2171,2171,0,0820c
2172,2172,0,0820c
2173,2173,0,0820c
2174,2174,0,0820c
2175,2175,0,0820c
2176,2176,0,0820c
2177,2177,0,0820c
2178,2178,0,0820c
2179,2179,0,0820c
2180,2180,0,0820c
2181,2181,0,0820c
2182,2182,0,0820c
2183,2183,0,0820c
2184,2184,0,0820c
2185,2185,0,0820c
2186,2186,0,0820c
2187,2187,0,0820c
2188,2188,0,0820c
2189,2189,0,0820c
2190,2190,0,0820c
2191,2191,0,0820c
2192,2192,0,0820c
2193,2193,0,0820c
2194,2194,0,0820c
2195,2195,0,0820c
2196,2196,0,0820c
2197,2197,0,0820c
2198,2198,0,0820c
2199,2199,0,0820c
2200,2200,0,0820c
2201,2201,0,0820c
2202,2202,0,0820c
2203,2203,0,0820c
2204,2204,0,0820c
2205,2205,0,0820c
2206,2206,0,0820c
2207,2207,0,0820c
2208,2208,0,0820c
2209,2209,0,0820c
2210,2210,0,0820c
2211,2211,0,0820c
2212,2212,0,0820c
2213,2213,0,0820c
2214,2214,0,0820c
2215,2215,0,0820c
2216,2216,0,0820c
2217,2217,0,0820c
2218,2218,0,0820c
2219,2219,0,0820c
2220,2220,0,0820c
2221,2221,0,0820c
2222,2222,0,0820c
2223,2223,0,0820c
2224,2224,0,0820c
2225,2225,0,0820c
2226,2226,0,0820c
2227,2227,0,0820c
2228,2228,0,0820c
2229,2229,0,0820c
2230,2230,0,0820c
2231,2231,0,0820c
2232,2232,0,0820c
2233,2233,0,0820c
2234,2234,0,0820c
2235,2235,0,0820c
2236,2236,0,0820c
2237,2237,0,0820c
2238,2238,0,0820c
2239,2239,0,0820c
2240,2240,0,0820c
2241,2241,0,0820c
2242,2242,0,0820c
2243,2243,0,0820c
2244,2244,0,0820c
2245,2245,0,0820c
2246,2246,0,0820c
2247,2247,0,0820c
2248,2248,0,0820c
2249,2249,0,0820c
2250,2250,0,0820c
2251,2251,0,0820c
2252,2252,0,0820c
2253,2253,0,0820c
2254,2254,0,0820c
2255,2255,0,0820c
2256,2256,0,0820c
2257,2257,0,0820c
2258,2258,0,0820c
2259,2259,0,0820c
2260,2260,0,0820c
2261,2261,0,0820c
2262,2262,0,0820c
2263,2263,0,0820c
2264,2264,0,0820c
2265,2265,0,0820c
2266,2266,0,0820c
2267,2267,0,0820c
2268,2268,0,0820c
2269,2269,0,0820c
2270,2270,0,0820c
2271,2271,0,0820c
2272,2272,0,0820c
2273,2273,0,0820c
2274,2274,0,0820c
2275,2275,0,0820c
2276,2276,0,0820c
2277,2277,0,0820c
2278,2278,0,0820c
2279,2279,0,0820c
2280,2280,0,0820c
2281,2281,0,0820c
2282,2282,0,0820c
2283,2283,0,0820c
2284,2284,0,0820c
2285,2285,0,0820c
2286,2286,0,0820c
2287,2287,0,0820c
2288,2288,0,0820c
2289,2289,0,0820c
2290,2290,0,0820c
2291,2291,0,0820c
2292,2292,0,0820c
2293,2293,0,0820c
2294,2294,0,0820c
2295,2295,0,0820c
2296,2296,0,0820c
2297,2297,0,0820c
2298,2298,0,0820c
2299,2299,0,0820c
2300,2300,0,0820c
2301,2301,0,0820c
2302,2302,0,0820c
2303,2303,0,0820c
2304,2304,0,0820c
2305,2305,0,0820c
2306,2306,0,0820c
2307,2307,0,0820c
2308,2308,0,0820c
2309,2309,0,0820c
2310,2310,0,0820c
2311,2311,0,0820c
2312,2312,0,0820c
2313,2313,0,0820c
2314,2314,0,0820c
2315,2315,0,0820c
2316,2316,0,0820c
2317,2317,0,0820c
2318,2318,0,0820c
2319,2319,0,0820c
2320,2320,0,0820c
2321,2321,0,0820c
2322,2322,0,0820c
2323,2323,0,0820c
2324,2324,0,0820c
2325,2325,0,0820c
2326,2326,0,0820c
2327,2327,0,0820c
2328,2328,0,0820c
2329,2329,0,0820c
2330,2330,0,0820c
2331,2331,0,0820c
2332,2332,0,0820c
2333,2333,0,0820c
2334,2334,0,0820c
2335,2335,0,0820c
2336,2336,0,0820c
2337,2337,0,0820c
2338,2338,0,0820c
2339,2339,0,0820c
2340,2340,0,0820c
2341,2341,0,0820c
2342,2342,0,0820c
2343,2343,0,0820c
2344,2344,0,0820c
2345,2345,0,0820c
2346,2346,0,0820c
2347,2347,0,0820c
2348,2348,0,0820c
2349,2349,0,0820c
2350,2350,0,0820c
2351,2351,0,0820c
2352,2352,0,0820c
2353,2353,0,0820c
2354,2354,0,0820c
2355,2355,0,0820c
2356,2356,0,0820c
2357,2357,0,0820c
2358,2358,0,0820c
2359,2359,0,0820c
2360,2360,0,0820c
2361,2361,0,0820c
2362,2362,0,0820c
2363,2363,0,0820c
2364,2364,0,0820c
2365,2365,0,0820c
2366,2366,0,0820c
2367,2367,0,0820c
2368,2368,0,0820c
2369,2369,0,0820c
2370,2370,0,0820c
2371,2371,0,0820c
2372,2372,0,0820c
2373,2373,0,0820c
2374,2374,0,0820c
2375,2375,0,0820c
2376,2376,0,0820c
2377,2377,0,0820c
2378,2378,0,0820c
2379,2379,0,0820c
2380,2380,0,0820c
2381,2381,0,0820c
2382,2382,0,0820c
2383,2383,0,0820c
2384,2384,0,0820c
2385,2385,0,0820c
2386,2386,0,0820c
2387,2387,0,0820c
2388,2388,0,0820c
2389,2389,0,0820c
2390,2390,0,0820c
2391,2391,0,0820c
2392,2392,0,0820c
2393,2393,0,0820c
2394,2394,0,0820c
2395,2395,0,0820c
2396,2396,0,0820c
2397,2397,0,0820c
2398,2398,0,0820c
2399,2399,0,0820c
2400,2400,0,0820c
2401,2401,0,0820c
2402,2402,0,0820c
2403,2403,0,0820c
2404,2404,0,0820c
2405,2405,0,0820c
2406,2406,0,0820c
2407,2407,0,0820c
2408,2408,0,0820c
2409,2409,0,0820c
2410,2410,0,0820c
2411,2411,0,0820c
2412,2412,0,0820c
2413,2413,0,0820c
2414,2414,0,0820c
2415,2415,0,0820c
2416,2416,0,0820c
2417,2417,0,0820c
2418,2418,0,0820c
2419,2419,0,0820c
2420,2420,0,0820c
2421,2421,0,0820c
2422,2422,0,0820c
2423,2423,0,0820c
2424,2424,0,0820c
2425,2425,0,0820c
2426,2426,0,0820c
2427,2427,0,0820c
2428,2428,0,0820c
2429,2429,0,0820c
2430,2430,0,0820c
2431,2431,0,0820c
2432,2432,0,0820c
2433,2433,0,0820c
2434,2434,0,0820c
2435,2435,0,0820c
2436,2436,0,0820c
2437,2437,0,0820c
2438,2438,0,0820c
2439,2439,0,0820c
2440,2440,0,0820c
2441,2441,0,0820c
2442,2442,0,0820c
2443,2443,0,0820c
2444,2444,0,0820c
2445,2445,0,0820c
2446,2446,0,0820c
2447,2447,0,0820c
2448,2448,0,0820c
2449,2449,0,0820c
2450,2450,0,0820c
2451,2451,0,0820c
2452,2452,0,0820c
2453,2453,0,0820c
2454,2454,0,0820c
2455,2455,0,0820c
2456,2456,0,0820c
2457,2457,0,0820c
